,content
1152,"Happy World Radio Day!

Celebrate the importance of this great medium of communication, information, and technology with the children in your school.  

#WorldRadioDay
#teachers #learning
#lifelonglearning 
#schools
#teachersday
#educational
#educationalconsultant
#consultancy https://t.co/s6JmPmKXg3"
1153,"Education is Life-Saving, it is Generation-Saving. It is in the best interests of a child to ensure he or she are protected and safe to learn. 

#EducationMatters #LifeLongLearning #EducationForAll #WRSGlobal https://t.co/pmO2qfbmwX"
1154,"LifeLongLearning will be the way forward for education sector in 2022

https://t.co/SK5Xljg5gy

 #BYjuS #EdTech"
1155,"“Le parole sono pietre” ci ricordava Carlo Levi. Compito dell’apprendimento permanente è pesarle, saperle valutare, incitare ad un pensiero critico. L’unieda promuove pensiero critico. Scrivi a presidenza@unieda.it #lifelonglearning #apprendimentopermanente #unieda https://t.co/6rztaxECtn"
1156,Learning new things😜🙈 #lifelonglearning https://t.co/oEGB3V7t72
1157,Common causes of stifle disease in dogs (and cats). Online Course tutored by Philip Witte: 7-27 February. Only £159 + VAT. Book today! #vetcpd2022 #vetnursechatter #veterinaryvoices #vetmums #veterinaryeducation #lifelonglearning #WhatVNsDo - https://t.co/2zpm5ioTtP https://t.co/GBlRVhRAgp
1158,"¿Por qué saber curar contenido es una habilidad necesaria para los líderes y life long learners en #RRHH? https://t.co/WWAv0pmhtR via @myHRfuture #RRHH #lifelonglearning #contentcurator

— Humannova (@Humannova) Feb 11, 2022"
1159,Being smart is admitting thar you do not know something and being always ready to learn something new. #lifelonglearning
1160,"Learning a new thing everyday or deepening my understanding of the things I already know is a precious goal of mine that I am looking forward to turning into a lasting habit for the rest of my life.
#lifelonglearning #Optimism #goodmorning"
1161,"If you think you're too big to be taught, then you're too small to teach.
#lifelonglearning"
1162,Whatever is true has a thousand and one answers to a thousand questions. #SundayMorning #lifelonglearning #truth #ThinkBIGSundayWithMarsha
1163,"Beautiful wood boards designed and created by @luke_meinen_ and his grade 5 students! Hopefully he’ll teach me how to make them!

#CISarts #arted #arteducation #issedu #LifeLongLearning #CISinspires @cayintschool https://t.co/ChYjOTSnFd"
1164,"#lifelonglearning 
#Mindfulness 
#weekendvibes 
#inspiringquotes 
#JoyTrain 
#GoldenHearts 
#StarfishClub 
#ThinkBIgSundaywithMarsha https://t.co/m6L62TxEKD"
1165,#weaknesses r #opportunities to #grow &amp; #learn!!  #lifelonglearning #growthmindset #growthopportunities #openmindedness https://t.co/E9xAg0EVnv
1166,"Community schools across PEI have been a mainstay in the fall and winter for decades, but like many other organizations the pandemic has played havoc with their regular routine over the past two years. #PEIcommunityschools #lifelonglearning https://t.co/TFgbOSuq9V"
1167,#blackhistorymonth  ~ Fun Fact!!!!  #lifelonglearning #knowledgeispower #knowledgesharing https://t.co/pXpP7wRtM1
1168,Today I learned how to “zoom in” on Google Slides 💛 #littlewins #lifelonglearning https://t.co/J7sIRD53tH
1169,"Deep learning to improve yourself and the world.

#lifelonglearning https://t.co/t2vc41t9vM"
1170,@AbbieTutt Can you post this please? #lifelonglearning revision
1171,TEDxCSU https://t.co/A7NahMsLYZ come check it out! Representation Matters &amp; it’s good for business! Identities from minority groups present but often unseen/unheard! Great talks and great people! Can’t spend a Saturday any other way! #events #Lifelonglearning #Educational
1172,#lifelonglearning https://t.co/DY1K5V2Hzm
1173,#diversityequityinclusion #lifelonglearning https://t.co/vorGCtOvLK
1174,"Learn how to make smart financial decisions by determining which projects will offer the best potential payoff, looking over investment opportunities, and evaluating stock options 📈 #lifelonglearning
Register ➡️ https://t.co/0cjSYDZCed
All courses and certificates are free! https://t.co/09qMK2YbRi"
1175,Thanks to Ratoath Harps AFC for hosting todays National D Licence and we’ll done to all the participants for great engagement and learning @FAICoachEd @jamiewilson1978 @DamoDoherty #realitybasedlearning #lifelonglearning https://t.co/Tk42r1bdWX
1176,@SaskPolytech provides the opportunity to leverage existing learning and turn it into a Bachelor’s Degree with two years of additional study. See more in their posting about it below. #AMCMember #CareersinAg #lifelonglearning https://t.co/hKeMubcLdC
1177,"The Only Lasting Beauty Is The Beauty Of The Heart. ~ Rumi 

#Lifelonglearning 
#Mindfulness 
#IAMChoosingLove 
#inspiringquotes 
#LightUpTheLove #LUTL
#weekendvibes
#JoyTrain 
#GoldenHearts 
#StarfishClub 
#ThinkBIGSundayWithMarsha https://t.co/KqCNxgFCCs"
1178,I guess it’s my turn now…Phi Kapoa Phi Honor Society ! #inductionceremony #masters #lifelonglearning @ Elmhurst University https://t.co/orHG3R5fFg
1179,"Remembered this morning my own definition of teaching: Inviting people to join you in the always ongoing journey of learning! Education isn’t an end goal, but a forever process. #teaching #learning #lifelonglearning"
1180,"🌹With only three days left to V̶a̶l̶e̶n̶t̶i̶n̶e̶s̶ ̶D̶a̶y̶ LEAP-HRI deadline, give yourself the gift of feedback by submitting your work on #lifelonglearning and #personalization in long-term #HRI (until 23:59 AoE time)🤖

For details: https://t.co/5XAF9WVmFe https://t.co/AWNEKnicYs"
1181,💖 I'm sponsoring JPSchellenberg because I support accessible education and students appreciate engaging content. https://t.co/koweh3LEoh #AccessibleEducation #InteractiveContent  #InternationalDayOfWomenInScience #LifelongLearning @Lumieducation
1182,"#lifecoaching 
#positivethinking 
#weekendvibes 
#lifelonglearning 
#ThinkBIgSundaywithMarsha https://t.co/Bm3e4Qc7Hl"
1183,"All Things GROW With LOVE 

#positivethinking 
#LightUpTheLove #LUTL
@LovemakersF 
#Mindfulness 
#lifelonglearning 
#IAMChoosingLove 
#ThinkBIGSundayWithMarsha https://t.co/0jIJ1iUcuR"
1184,I just unlocked a new badge on upGrad. I am doing the Python for ML  course with upGrad and it feels great to stay ahead of the competition. You too can keep yourself future-ready at upGrad.  https://t.co/JJuaRZR0l2 #upgrad #KaamKiDegree #LifeLongLearning
1185,"'#lifelonglearning has the potential to provide the bridge between disrupted schooling and future aspirations of self-reliance and participation in society for #refugees across the globe 🌐' writes @l_morrice in her @IntRevEd article. 

Learn more👉🏽https://t.co/B8Gd1E4AGX https://t.co/YLUb0lpVhD"
1186,Phenomenal time representing @YHCAthletics and @UnionGeneralSMP down at the @ArthrexMedEd complex listening to the top sports surgeons in the world. So much innovation in our field. Truly incredible to be a part of it! #orthotwitter #lifelonglearning https://t.co/nkDFEqw8Oh
1187,"This post, written by @AmberCook_ in 2020 about what it means to show up for students and to create equitable learning environments, is as relevant right now as it was then. Click and bookmark: https://t.co/20taOKhyDv #edequity #lifelonglearning #mathchat https://t.co/0phPJEM8Au"
1188,"Our motto is ‘Learning for all, learning for life’ - browse the courses in the link below 👇 #learningforlife #lifelonglearning #adultlearning https://t.co/M3RHFHWnMK"
1189,Current Advertising Design scholar designers did not disappoint Thursday night while being presenters of their class for next year's prospective students at @NPSchools Norfolk Technical Center's Open House. #iamNPSCTE #lifelonglearning #skillsinaction #careers #skillsforlife https://t.co/jeyslCP8Ko
1190,"Learn more about Diabetes Mellitus with our Online Course, tutored by Dr Kit Sturgess. 7-27 February. Only £159 + VAT. Book today! #vetcpd2022 #vetnursechatter #veterinaryvoices #vetmums #veterinaryeducation #lifelonglearning #WhatVNsDo - https://t.co/wIJQEap6DL https://t.co/vKFiRU81sr"
1191,El #ALV aporta múltiples beneficios a la persona y a la sociedad. Mejor salud y mayor bienestar para todos y todas. @fadultos @mALVA #educación #lifelonglearning https://t.co/IdjHeKG2To
1192,#Education #Investment #LifelongLearning #LifelongLearners #Franklin #Quote https://t.co/BS2FfEWQgv
1193,Outstanding appointment. Well done Leighton Jones. 👊💪Go well #leadership#lifelonglearning https://t.co/S2tAjdJ2nK
1194,"Tatiana erzählt über ihre Erfahrungen im MAS Inklusive #Pädagogik und #Kommunikation.

👉Informationen zum #MAS : https://t.co/2hxlc9RQIm…

#lifelonglearning #unterstrassedu #institutunterstrass 
#master #inklusion #testimonials https://t.co/UJRdVsTvfK"
1195,"Elisabeth erzählt über ihre Erfahrungen im MAS Inklusive #Pädagogik und #Kommunikation.

👉Informationen zum #MAS : https://t.co/2hxlc9RQIm…

#lifelonglearning #unterstrassedu #institutunterstrass 
#master #inklusion #testimonials https://t.co/A3BvMnSRm7"
1196,"Aléxia erzählt über ihre Erfahrungen im MAS Inklusive #Pädagogik und #Kommunikation.

👉Informationen zum #MAS : https://t.co/2hxlc9RQIm…

#lifelonglearning #unterstrassedu #institutunterstrass 
#master #inklusion #testimonials https://t.co/ZFlhyBlAQW"
1197,"Fabienne erzählt über ihre Erfahrungen im MAS Inklusive #Pädagogik und #Kommunikation.

👉Informationen zum #MAS : https://t.co/2hxlc9RQIm…

#lifelonglearning #unterstrassedu #institutunterstrass 
#master #inklusion #testimonials https://t.co/neh5fORRyQ"
1198,"Great to get back to being able to visit clubs in their own environments and plan future course club visits with @FAIreland  U15 Head Cosch @FAIGrassroots FAICoachEd @UEFA Senior Educator Jason Donohue visiting George Jermy @FCMalagaCity 

#lifelonglearning 
#UEFAcoaching https://t.co/LXlWqDwDmY"
1199,"🌿We have some great spaces for room hire at very reasonable prices. Check out our amazing Art Studio, it's perfect for life drawing! All Room hire enquires please contact - roomhire@swarthmore.org.uk #leedsroomhire #artstudio #lifedrawing #swarthmoreeducation #lifelonglearning https://t.co/aMfSUqGyYb"
1200,"""One of the secrets to staying young is to always do things you don't know how to do, to keep learning."" Ruth Reichl

#quotes #inspiration #selfdevelopment #lifelonglearning FemaleEntrepreneur"
1201,"Word of the Day

BLURB: a short description of a book, movie written for promotional purposes

Eg: Let’s have short blurbs about the meeting we just had and sent to the other party
#lifelonglearning #LearnEnglish #Learning #LearnDaily @THE_RAJESHARMA"
1202,I am spending 3 Saturday mornings learning more about #SWI #wordinquiry with @borneo_pete.  In today's session (part 2) we learnt about using flow charts.  I still have a LOT more to learn and am enjoying discovering a deeper understanding of English spelling. #lifelonglearning https://t.co/UnKZHY1A08
1203,I just unlocked a new badge on upGrad. I am doing the Python for ML  course with upGrad and it feels great to stay ahead of the competition. You too can keep yourself future-ready at upGrad.  https://t.co/VNKuMEr0mS #upgrad #KaamKiDegree #LifeLongLearning
1204,I just unlocked a Enlightened badge while doing the Python for ML  degree with @upGrad!. Join me and keep yourself future-ready. Get discounts up to ₹ 88500/- using my link. https://t.co/OYvbvFVIiL #upgrad #KaamKiDegree #LifeLongLearning
1205,"Had an AWESOME time talking with @UREssien re: #pharmacoequity &amp; #healthcaredisparities this afternoon in our clinic group. Thanks so much for coming to @FAUMedSchool and @FAUmedIM, Dr. Essien! 🙌🏼 #internalmedicine #residency #traininginparadise #lifelonglearning #meded #medowls https://t.co/kpjaADFgj4"
1206,"Tom delivers best of breed content for graphics design! 💯 Thanks, Tom. 👍 I know only Deke McClelland who can step up to him on @Adobe @Illustrator. Check it out If you won't waste your time. 👋 #GraphicDesign #graphics #graphicdesigner #Illustrator #LifeLongLearning https://t.co/UGAx9zxj9o"
1207,"Discover and learn from a wide selection of courses, gain job-ready skillsets for the work of the future.

https://t.co/m9ZFah7WIq

Apply WAB15 for 15% discount

#lifelonglearning #learning #learnsg  #onlinelearning #elearning #jobskills #futureofwork https://t.co/ORmlRrMVnv"
1208,International education “to reach $433bn by the end of the decade”  https://t.co/u5J2Er4yg7 #education #skillsupgrading #futureofwork #lifelonglearning
1209,"Organised w/ @JPMorgan Chase Foundation, the @OECD Local Skills Week explores how local communities overcome local #skillsgaps and mismatches by helping people reskill &amp; #upskill throughout their working lives. #lifelonglearning https://t.co/N6LkUb6T3G

https://t.co/7Q7EGEHQE3"
1210,Perfectly awesome. #lifelonglearning brilliantly well done @HeatherMcG_EBS https://t.co/jUp8ExHM2R
1211,#lifelonglearning #STEAM #WomenInSTEM #cobotics https://t.co/ulvvYezR90
1212,"¿Por qué saber curar contenido es una habilidad necesaria para los líderes y life long learners en #RRHH?

https://t.co/CaO5nqa3fP via @myHRfuture 

#RRHH #lifelonglearning #contentcurator"
